Name,LastTX TimeStamp,Latitude,Longitude,SOG,COG
MGO199125,03-11-2025 16:58,-5.3035,10.8595,0.3,294
MGO199106,03-11-2025 16:02,-3.267833,10.2445,0,0
MGO184179,03-11-2025 17:04,-3.163167,9.976,0,0
MGO184371,03-11-2025 17:46,-4.511667,9.698,0.1,175.9
MGO184369,03-11-2025 17:07,-5.971667,10.5025,0.2,196.3
MGO184222,03-11-2025 17:06,-3.918833,10.869,0,116.6
MGO184291,03-11-2025 17:05,-2.002333,7.783,0.5,278
MGO176470,03-11-2025 17:39,-4.8215,8.614667,0.3,199.7
MGO179041,03-11-2025 17:05,-2.443,9.270833,0.5,289.8
MGO174812,03-11-2025 17:17,-4.985333,10.9325,0.3,303.1
MGO176608,03-11-2025 17:56,-5.959833,10.7745,0.2,233.4
MGO174809,03-11-2025 17:15,-3.5055,7.221667,0.2,173.1
MGO191576,03-11-2025 18:18,-1.416833,8.470333,0.9,171.1
MGO184199,03-11-2025 18:45,-4.2715,10.504,0.6,304
MGO198689,03-11-2025 18:06,-1.371667,8.561,0.7,172.6
MGO174816,03-11-2025 18:26,-3.046833,9.883667,1.3,323.7
MGO174828,03-11-2025 18:06,-4.727667,9.677833,0.2,228.3
MGO176595,03-11-2025 18:44,-4.576667,10.1755,0.2,237.8
MGO174817,03-11-2025 18:42,-3.2095,10.092833,0,0
MGO133435,03-11-2025 18:11,-4.589667,10.180667,0.4,267.5
MGO184186,03-11-2025 18:58,-5.7795,10.6995,0.1,3.7
MGO198882,03-11-2025 18:44,-2.663833,9.414833,0.1,277
MGO178982,03-11-2025 18:00,-2.678333,9.581,1,308
MGO190082,03-11-2025 18:36,-2.276,8.9735,0.5,274.9
MGO176255,03-11-2025 19:07,-2.611,8.343167,0.3,202.3
MGO176263,03-11-2025 19:16,-5.251667,9.876833,0.3,143.3
MGO176526,03-11-2025 19:17,-5.080833,8.875,0.3,142.3
MGO176391,03-11-2025 19:16,-4.229667,8.008333,0.2,170
MGO176384,03-11-2025 19:17,-3.561167,7.648,0.3,198.2
MGO177429,03-11-2025 19:22,-2.729167,8.170667,0.5,309.2
MGO176462,03-11-2025 19:04,-3.864167,8.7355,0.1,262.3
MGO176336,03-11-2025 19:16,-4.2575,7.828167,0.3,121
MGO179119,03-11-2025 19:46,-2.424333,9.291,0,44.8
MGO184301,03-11-2025 19:21,-3.9745,9.5465,0.2,246.1
MGO176467,03-11-2025 19:10,-5.314167,10.293,0.3,182
MGO198870,03-11-2025 19:04,-3.895167,9.296833,0.5,266
MGO199103,03-11-2025 19:55,-1.6895,8.755833,0.5,157.5
MGO178918,03-11-2025 19:10,-2.342167,9.411333,0,180
MGO184082,03-11-2025 19:27,-4.8025,8.439833,0.2,155.3
MGO184177,03-11-2025 19:26,-3.529167,10.5125,0.6,296.1
MGO184110,03-11-2025 19:19,-4.3255,9.549167,0.1,158.3
MGO199125,03-11-2025 20:56,-5.294167,10.847167,0.2,307.2
MGO199106,03-11-2025 20:01,-3.268167,10.244333,0,206.6
MGO198526,03-11-2025 20:25,-1.758167,8.102,0.8,173.5
MGO133361,03-11-2025 20:13,-5.3635,9.945667,0.3,153.7
MGO174216,03-11-2025 20:58,-5.395167,9.569333,0.3,114.2
MGO184179,03-11-2025 21:04,-3.163333,9.976167,0,135
MGO179041,03-11-2025 21:03,-2.441667,9.263,0.1,279.7
MGO184222,03-11-2025 21:05,-3.918667,10.868833,0,315.1
MGO184291,03-11-2025 21:05,-2.019833,7.756,0.5,237
MGO176608,03-11-2025 21:57,-5.966333,10.772333,0.1,198.3
MGO174809,03-11-2025 21:12,-3.511,7.227167,0.1,135.1
MGO176470,03-11-2025 21:39,-4.8345,8.617667,0.2,167.1
MGO198527,03-11-2025 21:58,-1.364833,8.348,0.8,167.3
MGO174812,03-11-2025 21:12,-4.976667,10.918833,0.2,302.5
MGO184371,03-11-2025 21:45,-4.5225,9.691333,0.2,211.5
MGO184369,03-11-2025 21:07,-5.986333,10.498667,0.2,194.6
MGO184199,03-11-2025 22:45,-4.258833,10.481833,0.4,299.5
MGO176595,03-11-2025 22:44,-4.59,10.161333,0.3,226.6
MGO196407,03-11-2025 22:50,-1.674167,8.071,1,165.4
MGO198689,03-11-2025 22:05,-1.418167,8.5705,0.7,168.5
MGO174816,03-11-2025 22:26,-2.9775,9.847333,1.2,332.4
MGO174828,03-11-2025 22:06,-4.733833,9.662,0.3,248.7
MGO174817,03-11-2025 22:42,-3.209333,10.093167,0,63.4
MGO191576,03-11-2025 22:17,-1.480333,8.488167,1,164.3
MGO133435,03-11-2025 22:12,-4.604667,10.142667,0.6,248.4
MGO184186,03-11-2025 22:58,-5.775667,10.689833,0.2,291.7
MGO198882,03-11-2025 22:44,-2.664833,9.4135,0,233.1
MGO178982,03-11-2025 22:00,-2.655833,9.5405,0.7,299.1
MGO190082,03-11-2025 22:36,-2.274167,8.950167,0.4,274.1
MGO176462,03-11-2025 23:04,-3.861667,8.7265,0.1,285.6
MGO176336,03-11-2025 23:16,-4.2715,7.842167,0.3,135.1
MGO179119,03-11-2025 23:46,-2.4245,9.2905,0,251.5
MGO184301,03-11-2025 23:21,-3.970333,9.535333,0.2,290.5
MGO176467,03-11-2025 23:11,-5.333,10.2955,0.3,172.5
MGO198870,03-11-2025 23:05,-3.895333,9.272,0.4,269.6
MGO176255,03-11-2025 23:08,-2.627667,8.334667,0.3,207
MGO176263,03-11-2025 23:16,-5.265833,9.880333,0.2,166.3
MGO176526,03-11-2025 23:17,-5.094167,8.878167,0.2,166.7
MGO176391,03-11-2025 23:16,-4.235667,8.015667,0.1,128.7
MGO176384,03-11-2025 23:17,-3.5765,7.646,0.2,187.4
MGO177429,03-11-2025 23:22,-2.729,8.147,0.4,270.4
MGO199103,03-11-2025 23:55,-1.704167,8.7815,0.4,119.8
MGO184082,03-11-2025 23:27,-4.819833,8.455667,0.4,137.7
MGO184177,03-11-2025 23:24,-3.5,10.4845,0.6,316.2
MGO184110,03-11-2025 23:19,-4.332,9.556833,0.2,130.4
MGO199125,04-11-2025 00:57,-5.278167,10.838333,0.3,331.2
MGO199106,04-11-2025 00:01,-3.268,10.2445,0,45
MGO198526,04-11-2025 00:24,-1.811167,8.110833,0.8,170.5
MGO133361,04-11-2025 00:13,-5.388833,9.949,0.4,172.5
MGO174216,04-11-2025 00:58,-5.404833,9.584833,0.3,122.1
MGO184179,04-11-2025 01:05,-3.1635,9.976,0,225
MGO179041,04-11-2025 01:04,-2.455,9.2515,0.3,220.8
MGO184222,04-11-2025 01:05,-3.918167,10.8695,0,53.1
MGO184291,04-11-2025 01:05,-2.035667,7.738833,0.4,227.3
MGO176608,04-11-2025 01:56,-5.970833,10.7625,0.2,245.3
MGO174809,04-11-2025 01:13,-3.5275,7.239167,0.3,144
MGO176470,04-11-2025 01:39,-4.848667,8.631,0.3,136.8
MGO198527,04-11-2025 01:58,-1.408833,8.353333,0.7,173.1
MGO174812,04-11-2025 01:15,-4.975333,10.906833,0.2,276.4
MGO184371,04-11-2025 01:46,-4.531333,9.695667,0.1,153.1
MGO184369,04-11-2025 01:06,-5.9915,10.502667,0.1,143.3
MGO183926,04-11-2025 02:36,-1.384,8.3555,0.6,164.4
MGO184186,04-11-2025 02:58,-5.77,10.689833,0.1,0
MGO198882,04-11-2025 02:51,-2.6655,9.413167,0,206.6
MGO178982,04-11-2025 02:00,-2.634,9.502833,0.7,300.1
MGO190082,04-11-2025 02:36,-2.281333,8.929833,0.3,250.6
MGO184199,04-11-2025 02:45,-4.233667,10.472167,0.4,339.2
MGO176595,04-11-2025 02:45,-4.5955,10.167333,0.1,132.6
MGO191576,04-11-2025 02:18,-1.539667,8.516667,1,154.2
MGO196407,04-11-2025 02:50,-1.733,8.085833,0.9,165.9
MGO198689,04-11-2025 02:05,-1.454667,8.587667,0.6,154.8
MGO174816,04-11-2025 02:26,-2.924167,9.8005,1.1,318.8
MGO174828,04-11-2025 02:06,-4.730833,9.667333,0.1,60.6
MGO174817,04-11-2025 02:41,-3.2095,10.092833,0,243.4
MGO133435,04-11-2025 02:11,-4.602333,10.129667,0.2,280.2
MGO176462,04-11-2025 03:04,-3.855,8.725,0.1,347.4
MGO176336,04-11-2025 03:16,-4.279,7.86,0.3,112.9
MGO179119,04-11-2025 03:46,-2.424667,9.290667,0,135
MGO184301,04-11-2025 03:21,-3.963,9.538833,0.1,25.5
MGO176467,04-11-2025 03:10,-5.333167,10.299333,0.1,92.5
MGO198870,04-11-2025 03:04,-3.889,9.244667,0.4,283.1
MGO176255,04-11-2025 03:07,-2.6475,8.325833,0.3,204
MGO176263,04-11-2025 03:16,-5.281333,9.889667,0.3,149.1
MGO176526,04-11-2025 03:17,-5.107,8.888833,0.3,139.9
MGO176391,04-11-2025 03:17,-4.241833,8.027667,0.2,117.9
MGO176384,04-11-2025 03:19,-3.593333,7.6455,0.3,181.7
MGO177429,04-11-2025 03:22,-2.728,8.134,0.2,273.7
MGO199103,04-11-2025 03:56,-1.715,8.800333,0.3,119.9
MGO178918,04-11-2025 03:19,-2.341667,9.411,0,326.3
MGO184082,04-11-2025 03:27,-4.834333,8.460833,0.2,160.5
MGO184177,04-11-2025 03:25,-3.468167,10.4565,0.6,318.7
MGO184110,04-11-2025 03:19,-4.337,9.558167,0.1,165.1
MGO133361,04-11-2025 04:13,-5.415,9.954,0.4,169.2
MGO198526,04-11-2025 04:24,-1.866833,8.1265,0.9,164.3
MGO199125,04-11-2025 04:57,-5.271,10.8275,0.2,303.6
MGO199106,04-11-2025 04:01,-3.268167,10.244333,0,225
MGO174216,04-11-2025 04:58,-5.411,9.595333,0.2,120.5
MGO184179,04-11-2025 05:04,-3.163333,9.976333,0,63.5
MGO176608,04-11-2025 05:56,-5.9745,10.762,0.1,187.7
MGO174809,04-11-2025 05:13,-3.544667,7.254833,0.3,137.7
MGO184291,04-11-2025 05:05,-2.052333,7.7165,0.4,233.2
MGO174812,04-11-2025 05:14,-4.964,10.893167,0.3,309.4
MGO176470,04-11-2025 05:39,-4.856333,8.634,0.1,159.1
MGO198527,04-11-2025 05:58,-1.456667,8.358167,0.7,174.2
MGO179041,04-11-2025 05:04,-2.477,9.246167,0.3,193.6
MGO184371,04-11-2025 05:46,-4.533833,9.6995,0.1,123.2
MGO184369,04-11-2025 05:07,-5.995,10.496667,0.1,238.4
MGO183926,04-11-2025 06:36,-1.4315,8.368833,0.7,164.4
MGO184186,04-11-2025 06:58,-5.757167,10.688333,0.2,353.4
MGO198882,04-11-2025 06:43,-2.6775,9.409167,0.2,198.4
MGO178982,04-11-2025 06:00,-2.633,9.4635,0.6,271.5
MGO190082,04-11-2025 06:36,-2.281667,8.904833,0.4,269.2
MGO196407,04-11-2025 06:50,-1.789,8.107,0.9,159.3
MGO198689,04-11-2025 06:05,-1.493,8.601667,0.6,159.9
MGO191576,04-11-2025 06:18,-1.597,8.5225,0.9,174.2
MGO184199,04-11-2025 06:45,-4.219333,10.443167,0.5,296.4
MGO176595,04-11-2025 06:47,-4.587833,10.172333,0.1,33
MGO174817,04-11-2025 06:43,-3.2095,10.092833,0,0
MGO174815,04-11-2025 06:27,-4.728833,8.263,0.2,74
MGO174816,04-11-2025 06:27,-2.8895,9.750667,0.9,304.9
MGO174828,04-11-2025 06:06,-4.727333,9.6635,0.1,312.5
MGO133435,04-11-2025 06:11,-4.593667,10.112333,0.3,296.6
MGO176255,04-11-2025 07:07,-2.6595,8.322333,0.2,195.5
MGO176263,04-11-2025 07:16,-5.2955,9.907167,0.3,129.1
MGO176526,04-11-2025 07:17,-5.122,8.9075,0.4,128.9
MGO176391,04-11-2025 07:16,-4.2495,8.035167,0.2,135.7
MGO176384,04-11-2025 07:17,-3.617333,7.647333,0.4,175.6
MGO176349,04-11-2025 07:11,-2.526333,9.527,0,331.4
MGO177429,04-11-2025 07:23,-2.73,8.116833,0.3,263.3
MGO176462,04-11-2025 07:04,-3.860167,8.720333,0.1,222
MGO176336,04-11-2025 07:16,-4.283167,7.877667,0.3,103.3
MGO179119,04-11-2025 07:47,-2.425,9.291,0,135.1
MGO184301,04-11-2025 07:21,-3.962333,9.529333,0.1,274
MGO176467,04-11-2025 07:11,-5.340167,10.298833,0.1,184.1
MGO198870,04-11-2025 07:04,-3.8925,9.218167,0.4,262.4
MGO199103,04-11-2025 07:55,-1.736,8.8065,0.3,163.6
MGO178918,04-11-2025 07:07,-2.3415,9.411167,0,45.1
MGO184082,04-11-2025 07:27,-4.848833,8.469,0.2,150.7
MGO184177,04-11-2025 07:24,-3.4515,10.427333,0.5,299.8
MGO184110,04-11-2025 07:19,-4.337333,9.5475,0.2,268.2
MGO198526,04-11-2025 08:24,-1.921333,8.143,0.9,163.2
MGO199106,04-11-2025 08:01,-3.268167,10.244333,0,0
MGO133361,04-11-2025 08:13,-5.432833,9.972167,0.4,134.6
MGO174216,04-11-2025 08:58,-5.421,9.6175,0.4,114.4
MGO174809,04-11-2025 09:13,-3.558333,7.263167,0.2,148.7
MGO174812,04-11-2025 09:13,-4.944667,10.8905,0.3,352.2
MGO176470,04-11-2025 09:39,-4.872,8.632833,0.2,184.2
MGO184179,04-11-2025 09:04,-3.163333,9.976,0,270
MGO184222,04-11-2025 09:09,-3.918833,10.8685,0,236.3
MGO184291,04-11-2025 09:05,-2.072167,7.707333,0.3,204.8
MGO184369,04-11-2025 09:06,-6.005333,10.484333,0.2,229.9
MGO184371,04-11-2025 09:45,-4.5385,9.696,0.1,216.8
MGO199125,04-11-2025 09:00,-5.266667,10.816667,0.2,291.9
MGO179041,04-11-2025 09:05,-2.495667,9.2425,0.3,191.1
MGO183926,04-11-2025 10:36,-1.48,8.3905,0.8,155.9
MGO184199,04-11-2025 10:45,-4.214333,10.420667,0.3,282.6
MGO190082,04-11-2025 10:36,-2.2825,8.885833,0.3,267.5
MGO198527,04-11-2025 09:58,-1.512,8.3725,0.9,165.5
MGO198689,04-11-2025 10:05,-1.5305,8.621333,0.6,152.3
MGO191576,04-11-2025 10:18,-1.657,8.534,0.9,169.2
MGO174828,04-11-2025 10:07,-4.723667,9.648167,0.2,283.5
MGO174815,04-11-2025 10:27,-4.736833,8.274667,0.2,124.5
MGO174816,04-11-2025 10:26,-2.842333,9.706667,1,317
MGO174817,04-11-2025 10:41,-3.209333,10.093167,0,63.4
MGO176595,04-11-2025 10:45,-4.5885,10.1685,0.1,260.1
MGO176608,04-11-2025 09:56,-5.976833,10.757833,0.1,240.6
MGO178982,04-11-2025 10:01,-2.637667,9.432667,0.5,261.4
MGO133427,04-11-2025 09:50,-5.6435,9.859667,0.6,149.3
MGO133435,04-11-2025 10:11,-4.586,10.093667,0.3,292.4
MGO176255,04-11-2025 11:08,-2.671333,8.3235,0.2,174.4
MGO176263,04-11-2025 11:16,-5.3095,9.9185,0.3,141.1
MGO176384,04-11-2025 11:17,-3.641333,7.657333,0.4,157.4
MGO176336,04-11-2025 11:16,-4.287167,7.895,0.3,103
MGO176391,04-11-2025 11:19,-4.253,8.0445,0.1,110.6
MGO176462,04-11-2025 11:04,-3.867333,8.721333,0.1,172.1
MGO176467,04-11-2025 11:10,-5.3495,10.299,0.1,179
MGO176526,04-11-2025 11:17,-5.134833,8.9175,0.2,142.2
MGO177429,04-11-2025 11:22,-2.7195,8.095333,0.4,295.7
MGO179119,04-11-2025 11:48,-2.425,9.290833,0,270
MGO184110,04-11-2025 11:20,-4.3355,9.551333,0.1,66.4
MGO184082,04-11-2025 11:27,-4.861833,8.491333,0.4,120.3
MGO184177,04-11-2025 11:25,-3.428667,10.407167,0.5,318.4
MGO184186,04-11-2025 10:58,-5.750333,10.677833,0.2,303.2
MGO184301,04-11-2025 11:20,-3.957667,9.5085,0.3,282.7
MGO196407,04-11-2025 10:50,-1.842,8.132333,0.9,154.5
MGO198870,04-11-2025 11:05,-3.898,9.201667,0.3,251.5
MGO198526,04-11-2025 12:25,-1.974,8.165,0.9,157.3
MGO199103,04-11-2025 11:55,-1.748,8.825,0.3,123
MGO199106,04-11-2025 12:01,-3.268167,10.244667,0,90
MGO133361,04-11-2025 12:13,-5.462,9.984167,0.5,157.7
SLX+481061,03-11-2025 16:26,-5.90695,7.51573,0.16,182
SLX+527056,04-11-2025 00:28,-4.6978,7.03332,0.38,139
SLX+481434,03-11-2025 14:07,-5.61513,8.8752,0.24,70
SLX+527020,04-11-2025 06:50,-2.14738,8.19758,0,0
SLX+527021,04-11-2025 02:42,-2.87227,8.22065,0.34,224
SLX+544448,04-11-2025 11:46,-3.2754,7.67102,0.23,148
SLX+544850,04-11-2025 05:35,-3.8802,8.6238,0.18,233
SLX+544934,04-11-2025 09:58,-4.46987,7.30727,0.3,133
SLX+526979,04-11-2025 01:46,-2.7531,8.5445,0.43,233
SLX+527027,04-11-2025 05:33,-2.11508,7.2501,0.74,186
SLX+527028,04-11-2025 08:23,-5.32547,10.1609,0.41,150
SLX+543436,04-11-2025 05:11,-3.60873,7.94785,0.09,149
SLX+544741,04-11-2025 01:55,-2.18838,7.86227,0.78,189
SLX+544742,04-11-2025 08:49,-4.20605,9.13107,0.14,227
SLX+514636,04-11-2025 09:49,-5.45807,8.33238,0.25,159
SLX+544211,04-11-2025 07:35,-3.82738,8.398,0.17,211
SLX+544568,04-11-2025 12:27,-1.93658,7.65118,0.76,180
SLX+544747,04-11-2025 03:06,-2.00232,8.11308,0.85,189
MGO174216,04-11-2025 12:58,-5.431333,9.641,0.4,113.8
MGO174809,04-11-2025 13:13,-3.572833,7.273333,0.3,145
MGO174812,04-11-2025 13:17,-4.931,10.881333,0.2,326.2
MGO176470,04-11-2025 13:40,-4.887667,8.644833,0.3,142.6
MGO179041,04-11-2025 13:04,-2.511667,9.2435,0.2,176.4
MGO184179,04-11-2025 13:04,-3.163333,9.976,0,0
MGO184222,04-11-2025 13:17,-3.9185,10.8685,0,0
MGO184291,04-11-2025 13:05,-2.074833,7.6935,0.2,259.1
MGO184369,04-11-2025 13:07,-6.008167,10.483333,0,199.3
MGO184371,04-11-2025 13:46,-4.537833,9.696833,0,56.2
MGO199125,04-11-2025 12:57,-5.247333,10.812833,0.3,348.8
MGO191576,04-11-2025 14:18,-1.712333,8.548833,0.9,165
MGO196407,04-11-2025 14:50,-1.902333,8.160167,1,155.2
MGO198689,04-11-2025 14:06,-1.562667,8.6375,0.5,153.3
MGO198527,04-11-2025 13:58,-1.5645,8.384667,0.8,167
MGO178982,04-11-2025 14:00,-2.637,9.415333,0.3,272.2
MGO190082,04-11-2025 14:36,-2.2725,8.8605,0.4,291.6
MGO183926,04-11-2025 14:36,-1.519667,8.409833,0.7,154
MGO184186,04-11-2025 14:58,-5.7545,10.672333,0.1,230.8
MGO176608,04-11-2025 13:56,-5.973167,10.737667,0.3,280.4
MGO174815,04-11-2025 14:28,-4.739833,8.292833,0.3,99.4
MGO174816,04-11-2025 14:26,-2.783333,9.66,1.1,321.7
MGO174828,04-11-2025 14:06,-4.712833,9.649333,0.2,6.1
MGO184199,04-11-2025 14:45,-4.199667,10.4165,0.2,344.2
MGO176595,04-11-2025 14:44,-4.581833,10.177833,0.2,54.4
MGO174817,04-11-2025 14:41,-3.2095,10.093,0,224.8
MGO133435,04-11-2025 14:12,-4.567,10.084333,0.3,333.9
MGO133427,04-11-2025 13:51,-5.665167,9.875833,0.4,143.4
SLX+527020,04-11-2025 06:50,-2.14738,8.19758,0,0
SLX+527021,04-11-2025 14:45,-2.9241,8.18183,0.32,217
SLX+544448,04-11-2025 11:46,-3.2754,7.67102,0.23,148
SLX+544850,04-11-2025 05:35,-3.8802,8.6238,0.18,233
SLX+544934,04-11-2025 09:58,-4.46987,7.30727,0.3,133
SLX+481434,04-11-2025 14:00,-5.68493,8.9848,0.33,122
SLX+526979,04-11-2025 13:24,-2.82602,8.53857,0.38,185
SLX+527027,04-11-2025 05:33,-2.11508,7.2501,0.74,186
SLX+527028,04-11-2025 08:23,-5.32547,10.1609,0.41,150
SLX+543436,04-11-2025 05:11,-3.60873,7.94785,0.09,149
SLX+544741,04-11-2025 13:54,-2.31105,7.87165,0.62,176
SLX+544742,04-11-2025 08:49,-4.20605,9.13107,0.14,227
SLX+544211,04-11-2025 07:35,-3.82738,8.398,0.17,211
SLX+544568,04-11-2025 12:27,-1.93658,7.65118,0.76,180
SLX+544747,04-11-2025 03:06,-2.00232,8.11308,0.85,189
SLX+514636,04-11-2025 09:49,-5.45807,8.33238,0.25,159
SLX+527056,04-11-2025 00:28,-4.6978,7.03332,0.38,139
SLX+481061,03-11-2025 16:26,-5.90695,7.51573,0.16,182
MGO176255,04-11-2025 15:07,-2.679167,8.313333,0.2,232.4
MGO176263,04-11-2025 15:16,-5.324333,9.928833,0.3,145.6
MGO176526,04-11-2025 15:17,-5.146167,8.926833,0.2,140.6
MGO176391,04-11-2025 15:17,-4.257333,8.057833,0.2,107.8
MGO176384,04-11-2025 15:17,-3.669167,7.666667,0.4,161.5
MGO177429,04-11-2025 15:22,-2.696167,8.082,0.4,330.3
MGO176462,04-11-2025 15:05,-3.875167,8.7215,0.1,178.8
MGO176336,04-11-2025 15:16,-4.288667,7.915333,0.3,94.2
MGO179119,04-11-2025 15:46,-2.425167,9.290667,0,225.1
MGO184301,04-11-2025 15:21,-3.953,9.493,0.2,286.8
MGO176467,04-11-2025 15:10,-5.3445,10.305,0.1,50.1
MGO198870,04-11-2025 15:06,-3.894,9.170667,0.5,277.4
MGO199103,04-11-2025 15:55,-1.756,8.8325,0.2,137.4
MGO178918,04-11-2025 15:06,-2.3415,9.411,0,270
MGO184082,04-11-2025 15:27,-4.870333,8.504167,0.2,124.1
MGO184177,04-11-2025 15:25,-3.380667,10.3785,0.8,329.3
MGO184110,04-11-2025 15:19,-4.315833,9.548,0.3,350.4
SLX+481061,04-11-2025 16:25,-5.9586,7.54197,0.14,153
SLX+527056,04-11-2025 00:28,-4.6978,7.03332,0.38,139
SLX+543436,04-11-2025 05:11,-3.60873,7.94785,0.09,149
SLX+544741,04-11-2025 13:54,-2.31105,7.87165,0.62,176
SLX+544742,04-11-2025 08:49,-4.20605,9.13107,0.14,227
SLX+526979,04-11-2025 13:24,-2.82602,8.53857,0.38,185
SLX+527027,04-11-2025 05:33,-2.11508,7.2501,0.74,186
SLX+527028,04-11-2025 08:23,-5.32547,10.1609,0.41,150
SLX+544448,04-11-2025 11:46,-3.2754,7.67102,0.23,148
SLX+544850,04-11-2025 05:35,-3.8802,8.6238,0.18,233
SLX+544934,04-11-2025 09:58,-4.46987,7.30727,0.3,133
SLX+481434,04-11-2025 14:00,-5.68493,8.9848,0.33,122
SLX+527020,04-11-2025 06:50,-2.14738,8.19758,0,0
SLX+527021,04-11-2025 14:45,-2.9241,8.18183,0.32,217
SLX+544211,04-11-2025 07:35,-3.82738,8.398,0.17,211
SLX+544568,04-11-2025 12:27,-1.93658,7.65118,0.76,180
SLX+544747,04-11-2025 15:05,-2.14352,8.11737,0.71,178
SLX+514636,04-11-2025 09:49,-5.45807,8.33238,0.25,159
MGO133361,04-11-2025 16:13,-5.493,9.990333,0.5,168.8
MGO198526,04-11-2025 16:24,-2.028167,8.178833,0.8,165.7
MGO199125,04-11-2025 16:57,-5.229,10.805167,0.3,337.4
MGO199106,04-11-2025 16:01,-3.268333,10.244333,0,243.4
MGO184179,04-11-2025 17:04,-3.163167,9.976167,0,45
MGO184371,04-11-2025 17:46,-4.532667,9.702,0.1,44.9
MGO184369,04-11-2025 17:07,-6.006833,10.476167,0.1,280.6
MGO174812,04-11-2025 17:17,-4.915333,10.866667,0.3,317
MGO174216,04-11-2025 17:00,-5.4385,9.658667,0.3,112.2
MGO174809,04-11-2025 17:13,-3.593833,7.283833,0.4,153.5
MGO184222,04-11-2025 17:11,-3.918833,10.8695,0,108.5
MGO184291,04-11-2025 17:05,-2.063833,7.691833,0.2,351.4
MGO176470,04-11-2025 17:40,-4.893667,8.658667,0.2,113.5
MGO198527,04-11-2025 17:58,-1.607167,8.409833,0.7,149.5
MGO179041,04-11-2025 17:03,-2.507167,9.246833,0.1,36.5
